0,183
1,187
2,195
3,219
4,196
5,194
6,186
7,182
8,237
9,209
10,234
11,207
12,231
13,228
14,229
15,209
16,224
17,234
18,240
19,218
20,254
21,225
22,236
23,242
24,244
25,227
26,256
27,259
28,286
29,276
30,228
31,229
32,261
33,238
34,266
35,240
36,282
37,254
38,258
39,279
40,275
41,298
42,293
43,281
44,286
45,284
46,297
47,295
48,299
49,299
50,299
51,314
52,326
53,300
54,320
55,297
56,300
57,280
58,295
59,295
60,319
61,304
62,338
63,292
64,313
65,307
66,309
67,338
68,330
69,353
70,320
71,336
72,344
73,326
74,363
75,335
76,366
77,349
78,370
79,324
80,360
81,352
82,378
83,333
84,363
85,358
86,377
87,357
88,382
89,371
90,380
91,363
92,400
93,369
94,408
95,384
96,397
97,386
98,406
99,406
100,387
101,434
102,381
103,399
104,369
105,390
106,434
107,413
108,447
109,424
110,393
111,424
112,433
113,411
114,412
115,426
116,429
117,427
118,401
119,427
120,449
121,390
122,392
123,448
124,385
125,408
126,403
127,436
128,432
129,385
130,439
131,424
132,431
133,400
134,398
135,392
136,424
137,405
138,420
139,432
140,384
141,455
142,446
143,411
144,424
145,423
146,436
147,386
148,425
149,406
150,431
151,420
152,406
153,398
154,434
155,461
156,425
157,400
158,430
159,445
160,436
161,418
162,414
163,409
164,424
165,395
166,394
167,416
168,436
169,391
170,410
171,398
172,403
173,402
174,395
175,400
176,435
177,402
178,415
179,378
180,393
181,396
182,411
183,410
184,365
185,360
186,405
187,401
188,386
189,428
190,412
191,414
192,384
193,385
194,388
195,393
196,397
197,434
198,429
199,388
200,414
201,414
202,426
203,404
204,417
205,462
206,419
207,424
208,428
209,409
210,456
211,446
212,449
213,403
214,405
215,451
216,453
217,416
218,497
219,423
220,447
221,492
222,409
223,486
224,491
225,480
226,431
227,491
228,451
229,448
230,444
231,408
232,444
233,472
234,487
235,381
236,465
237,495
238,510
239,485
240,468
241,450
242,488
243,469
244,450
245,461
246,462
247,474
248,487
249,458
250,464
251,513
252,519
253,472
254,465
255,510
256,474
257,497
258,549
259,546
260,478
261,528
262,519
263,539
264,492
265,544
266,504
267,594
268,503
269,537
270,553
271,520
272,523
273,554
274,560
275,468
276,564
277,550
278,522
279,531
280,527
281,547
282,618
283,572
284,546
285,567
286,538
287,610
288,604
289,560
290,580
291,483
292,610
293,501
294,602
295,603
296,535
297,582
298,603
299,602
300,604
301,523
302,638
303,573
304,693
305,554
306,612
307,611
308,544
309,524
310,575
311,606
312,556
313,648
314,617
315,586
316,596
317,569
318,608
319,637
320,630
321,607
322,625
323,636
324,574
325,616
326,628
327,633
328,624
329,628
330,580
331,599
332,614
333,607
334,614
335,582
336,667
337,610
338,665
339,551
340,577
341,675
342,605
343,597
344,615
345,616
346,626
347,602
348,582
349,531
350,544
351,549
352,545
353,552
354,599
355,601
356,620
357,543
358,611
359,598
360,512
361,576
362,586
363,569
364,558
365,629
366,531
367,511
368,550
369,527
370,574
371,638
372,526
373,566
374,524
375,574
376,513
377,617
378,588
379,530
380,558
381,578
382,505
383,621
384,518
385,554
386,548
387,552
388,505
389,568
390,543
391,604
392,514
393,514
394,605
395,489
396,527
397,559
398,483
399,542
400,552
401,519
402,564
403,526
404,522
405,555
406,554
407,535
408,532
409,540
410,532
411,530
412,521
413,523
414,524
415,538
416,553
417,564
418,501
419,464
420,531
421,556
422,587
423,564
424,584
425,543
426,551
427,554
428,556
429,528
430,527
431,605
432,590
433,563
434,564
435,561
436,566
437,584
438,614
439,540
440,546
441,578
442,634
443,588
444,614
445,500
446,670
447,574
448,536
449,542
450,643
451,646
452,586
453,558
454,624
455,653
456,610
457,594
458,551
459,540
460,609
461,585
462,534
463,597
464,555
465,495
466,525
467,548
468,581
469,545
470,596
471,492
472,558
473,553
474,608
475,568
476,593
477,563
478,612
479,576
480,615
481,581
482,569
483,587
484,576
485,573
486,582
487,639
488,573
489,575
490,523
491,656
492,611
493,595
494,596
495,587
496,628
497,529
498,589
499,587
500,586
501,558
502,573
503,564
504,618
505,604
506,674
507,630
508,640
509,535
510,571
511,582
512,649
513,599
514,592
515,658
516,620
517,574
518,579
519,585
520,605
521,519
522,639
523,623
524,587
525,525
526,609
527,663
528,623
529,576
530,578
531,569
532,570
533,645
534,642
535,659
536,656
537,610
538,589
539,628
540,650
541,643
542,649
543,600
544,654
545,641
546,560
547,554
548,597
549,608
550,561
551,548
552,665
553,579
554,558
555,634
556,617
557,592
558,601
559,600
560,612
561,611
562,564
563,601
564,515
565,583
566,571
567,514
568,547
569,554
570,523
571,552
572,542
573,533
574,600
575,544
576,472
577,464
578,507
579,520
580,473
581,480
582,476
583,506
584,486
585,558
586,517
587,518
588,510
589,504
590,532
591,507
592,478
593,507
594,511
595,524
596,512
597,509
598,478
599,548
600,531
601,552
602,470
603,520
604,519
605,455
606,510
607,535
608,499
609,526
610,498
611,487
612,543
613,453
614,511
615,522
616,501
617,555
618,556
619,496
620,491
621,509
622,481
623,552
624,569
625,508
626,559
627,490
628,535
629,553
630,554
631,552
632,545
633,538
634,553
635,505
636,569
637,493
638,569
639,500
640,538
641,531
642,573
643,509
644,581
645,559
646,586
647,512
648,554
649,535
650,626
651,572
652,521
653,614
654,651
655,619
656,631
657,562
658,588
659,557
660,550
661,615
662,536
663,573
664,607
665,529
666,656
667,575
668,586
669,586
670,635
671,594
672,645
673,574
674,542
675,581
676,595
677,641
678,590
679,589
680,695
681,621
682,608
683,586
684,618
685,646
686,580
687,657
688,598
689,617
690,571
691,603
692,623
693,626
694,607
695,647
696,578
697,622
698,615
699,633
700,599
701,603
702,640
703,573
704,612
705,603
706,630
707,598
708,688
709,636
710,547
711,644
712,636
713,611
714,593
715,583
716,617
717,573
718,654
719,645
720,547
721,607
722,604
723,602
724,604
725,640
726,632
727,644
728,593
729,627
730,614
731,604
732,602
733,572
734,537
735,573
736,561
737,583
738,514
739,529
740,593
741,600
742,601
743,588
744,525
745,566
746,585
747,587
748,515
749,649
750,544
751,524
752,584
753,560
754,640
755,573
756,528
757,543
758,555
759,524
760,566
761,569
762,559
763,562
764,533
765,540
766,552
767,566
768,533
769,575
770,497
771,524
772,542
773,521
774,552
775,508
776,540
777,500
778,540
779,522
780,578
781,589
782,525
783,617
784,582
785,558
786,594
787,622
788,509
789,560
790,554
791,612
792,595
793,553
794,605
795,556
796,585
797,715
798,646
799,609
800,542
801,704
802,579
803,611
804,574
805,583
806,543
807,581
808,536
809,644
810,497
811,603
812,572
813,555
814,611
815,514
816,579
817,596
818,550
819,574
820,552
821,594
822,577
823,627
824,578
825,528
826,543
827,510
828,573
829,541
830,546
831,581
832,595
833,586
834,576
835,489
836,595
837,549
838,546
839,507
840,541
841,557
842,589
843,539
844,507
845,540
846,562
847,527
848,540
849,539
850,530
851,565
852,565
853,603
854,540
855,598
856,598
857,611
858,534
859,594
860,582
861,583
862,590
863,544
864,535
865,568
866,579
867,501
868,540
869,544
870,555
871,573
872,570
873,536
874,571
875,538
876,567
877,551
878,633
879,543
880,495
881,557
882,500
883,485
884,497
885,553
886,486
887,503
888,564
889,538
890,609
891,578
892,485
893,576
894,544
895,571
896,581
897,613
898,512
899,515
900,602
901,563
902,585
903,534
904,546
905,608
906,590
907,589
908,562
909,569
910,614
911,597
912,686
913,552
914,625
915,658
916,613
917,620
918,572
919,611
920,591
921,597
922,600
923,604
924,572
925,624
926,619
927,659
928,612
929,682
930,633
931,668
932,562
933,595
934,613
935,629
936,610
937,640
938,574
939,599
940,620
941,590
942,619
943,680
944,599
945,632
946,640
947,656
948,605
949,579
950,662
951,666
952,547
953,706
954,623
955,544
956,617
957,557
958,585
959,625
960,623
